"SAMPLE_ID","Sample","BrNum","pos","Position","library_prep","library_type","library_combo","batch","round","fastq1","fastq2","strandness","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","SeqLength_R1","percentGC_R1","phred15.19_R1","phred65.69_R1","phred115.119_R1","phred150.151_R1","phredGT30_R1","phredGT35_R1","Adapter65.69_R1","Adapter100.104_R1","Adapter140_R1","SeqLength_R2","percentGC_R2","phred15.19_R2","phred65.69_R2","phred115.119_R2","phred150.151_R2","phredGT30_R2","phredGT35_R2","Adapter65.69_R2","Adapter100.104_R2","Adapter140_R2","trimmed","ERCCsumLogErr","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","bamFile","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Unmapped","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_MappingQuality","gene_Unassigned_Chimera","gene_Unassigned_FragmentLength","gene_Unassigned_Duplicate","gene_Unassigned_MultiMapping","gene_Unassigned_Secondary","gene_Unassigned_NonSplit","gene_Unassigned_NoFeatures","gene_Unassigned_Overlapping_Length","gene_Unassigned_Ambiguity","rRNA_rate"
"2107UNHS-0291_Br6471_Ant_Cyto","Br6471_ant","Br6471","ant","Anterior","Cyto","polyA","polyA_Cyto","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Cyto/2107UNHS-0291_Br6471_Ant_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Cyto/2107UNHS-0291_Br6471_Ant_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","52","37.0","37.0","37.0","37.0",NA,NA,0,0.000134181717553693,0.00279139022367913,"75-151","52","37.0","37.0","37.0","37.0",NA,NA,1.74461888979945e-05,0.000144444181611337,0.00140210915187559,TRUE,NA,155907976,154430775,1477201,0.9905,0.9818,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6471_Ant_Cyto_sorted.bam",148907824,17639507,0.105912877102786,0.816398886969866,68357656,0,0,0,0,0,0,0,9297439,0,0,1589740,0,4485872,1.02402575067817e-07
"2107UNHS-0291_Br6471_Ant_Nuc","Br6471_ant","Br6471","ant","Anterior","Nuc","polyA","polyA_Nuc","2107UNHS-0291",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Nuc/2107UNHS-0291_Br6471_Ant_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Nuc/2107UNHS-0291_Br6471_Ant_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","51","37.0","37.0","37.0","37.0",NA,NA,0,0.000103806825705988,0.00245179104913315,"75-151","51","37.0","37.0","37.0","37.0",NA,NA,1.80658287830863e-05,0.000154276442623817,0.00130188670913035,TRUE,NA,139489864,138012507,1477357,0.9894,0.9805,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0291_Br6471_Ant_Nuc_sorted.bam",124884124,21649686,0.147745329217878,0.832606040118876,61344737,0,0,0,0,0,0,0,6662531,0,0,2659974,0,3010745,1.7931448626147e-07
"2107UNHS-0293_Br2720_Mid_Bulk","Br2720_mid","Br2720","mid","Middle","Bulk","RiboZeroGold","RiboZeroGold_Bulk","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Bulk/2107UNHS-0293_Br2720_Mid_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Bulk/2107UNHS-0293_Br2720_Mid_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","WARN","WARN","PASS","NA","75-151","48","37.0","37.0","37.0","37.0",NA,NA,9.7292013026233e-05,0.000220960971806245,0.00128857866141411,"75-151","48","37.0","37.0","37.0","37.0",NA,NA,9.7292013026233e-05,0.000239554556517925,0.000957785817124916,TRUE,NA,92505024,90809402,1695622,0.9817,0.9683,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br2720_Mid_Bulk_sorted.bam",105863717,1018422,0.00952845825811925,0.495299203703563,26662866,0,0,0,0,0,0,0,11549874,0,0,12790612,0,2828485,2.62537418145521e-07
"2107UNHS-0293_Br2720_Mid_Cyto","Br2720_mid","Br2720","mid","Middle","Cyto","RiboZeroGold","RiboZeroGold_Cyto","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Cyto/2107UNHS-0293_Br2720_Mid_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Cyto/2107UNHS-0293_Br2720_Mid_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","FAIL","WARN","PASS","NA","75-151","53","37.0","37.0","37.0","37.0",NA,NA,4.45301613915645e-05,0.000191129456759299,0.00149100989827935,"75-151","53","37.0","37.0","37.0","37.0",NA,NA,6.45437170731666e-05,0.00029419926851955,0.00121332181319712,TRUE,NA,79945814,78728513,1217301,0.9848,0.9729,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br2720_Mid_Cyto_sorted.bam",110300499,1245730,0.0111678360727013,0.466842893175516,26207793,0,0,0,0,0,0,0,22926794,0,0,2597126,0,4406644,1.41179381262665e-06
"2107UNHS-0293_Br2720_Mid_Nuc","Br2720_mid","Br2720","mid","Middle","Nuc","RiboZeroGold","RiboZeroGold_Nuc","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Nuc/2107UNHS-0293_Br2720_Mid_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Nuc/2107UNHS-0293_Br2720_Mid_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","WARN","PASS","WARN","PASS","NA","75-151","46","37.0","37.0","37.0","37.0",NA,NA,4.19622557901619e-05,0.000209811278950809,0.00167849023160647,"75-151","46","37.0","37.0","37.0","37.0",NA,NA,4.19622557901619e-05,0.000276950888215068,0.00197222602213761,TRUE,NA,4766188,4640878,125310,0.9737,0.9608,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br2720_Mid_Nuc_sorted.bam",5155691,88275,0.0168336331700091,0.492897892653394,1303918,0,0,0,0,0,0,0,437866,0,0,803636,0,99992,9.2030327060444e-06
"2107UNHS-0293_Br6432_Ant_Bulk","Br6432_ant","Br6432","ant","Anterior","Bulk","RiboZeroGold","RiboZeroGold_Bulk","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Bulk/2107UNHS-0293_Br6432_Ant_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Bulk/2107UNHS-0293_Br6432_Ant_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","WARN","WARN","PASS","NA","75-151","47","37.0","37.0","37.0","37.0",NA,NA,0.000133582796617202,0.000320754040714561,0.00161153664523659,"75-151","47","37.0","37.0","37.0","37.0",NA,NA,6.75680424749801e-05,0.000281145188229228,0.0013960178890664,TRUE,NA,103007276,101160261,1847015,0.9821,0.9691,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6432_Ant_Bulk_sorted.bam",121236047,1299447,0.0106046579450686,0.415131358003561,25612376,0,0,0,0,0,0,0,14923395,0,0,18854289,0,2306980,1.14788257051981e-05
"2107UNHS-0293_Br6432_Ant_Cyto","Br6432_ant","Br6432","ant","Anterior","Cyto","RiboZeroGold","RiboZeroGold_Cyto","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Cyto/2107UNHS-0293_Br6432_Ant_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Cyto/2107UNHS-0293_Br6432_Ant_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","FAIL","WARN","PASS","NA","75-151","51","37.0","37.0","37.0","37.0",NA,NA,8.8412716357512e-05,0.000215475800521587,0.00113777020230569,"75-151","52","37.0","37.0","37.0","37.0",NA,NA,5.60430333195158e-05,0.00020194817178929,0.000823735963877366,TRUE,NA,82793520,81307649,1485871,0.9821,0.9681,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6432_Ant_Cyto_sorted.bam",113829903,1440569,0.0124972941899639,0.432005480015896,25084625,0,0,0,0,0,0,0,23765767,0,0,4536583,0,4678550,9.48788351430408e-06
"2107UNHS-0293_Br6432_Ant_Nuc","Br6432_ant","Br6432","ant","Anterior","Nuc","RiboZeroGold","RiboZeroGold_Nuc","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Nuc/2107UNHS-0293_Br6432_Ant_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Nuc/2107UNHS-0293_Br6432_Ant_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","WARN","WARN","PASS","NA","75-151","44","37.0","37.0","37.0","37.0",NA,NA,9.20382399014898e-05,0.000165250476186766,0.00121584606688048,"75-151","44","37.0","37.0","37.0","37.0",NA,NA,9.09923508117001e-05,0.000230618544298619,0.00130213191678812,TRUE,NA,76489946,73901007,2588939,0.9662,0.9513,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6432_Ant_Nuc_sorted.bam",79836861,2077371,0.0253603183388205,0.406946735678242,16837457,0,0,0,0,0,0,0,5944699,0,0,17327060,0,1265872,1.48478478668127e-06
"2107UNHS-0293_Br6432_Mid_Bulk","Br6432_mid","Br6432","mid","Middle","Bulk","RiboZeroGold","RiboZeroGold_Bulk","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Bulk/2107UNHS-0293_Br6432_Mid_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Bulk/2107UNHS-0293_Br6432_Mid_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN/FAIL","PASS","WARN","WARN","WARN","PASS","NA","75-151","47","37.0","37.0","37.0","37.0",NA,NA,9.85085741439892e-05,0.000196110627667021,0.00135373746062905,"75-151","47","37.0","37.0","37.0","37.0",NA,NA,9.15585827166525e-05,0.000235695361448809,0.00106213999422123,TRUE,NA,132374264,129519365,2854899,0.9784,0.9639,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6432_Mid_Bulk_sorted.bam",164429597,2304853,0.0138234959841832,0.350070354759783,29412628,0,0,0,0,0,0,0,25368163,0,0,26606754,0,2631646,8.15976049470996e-06
"2107UNHS-0293_Br6432_Mid_Cyto","Br6432_mid","Br6432","mid","Middle","Cyto","RiboZeroGold","RiboZeroGold_Cyto","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Cyto/2107UNHS-0293_Br6432_Mid_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Cyto/2107UNHS-0293_Br6432_Mid_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","FAIL","WARN","PASS","NA","75-151","52","37.0","37.0","37.0","37.0",NA,NA,8.09388740473582e-05,0.000274488355464954,0.00150088825135645,"75-151","52","37.0","37.0","37.0","37.0",NA,NA,4.04694370236791e-05,0.000242464713994043,0.00103460995521406,TRUE,NA,113666024,110491946,3174078,0.9721,0.9528,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6432_Mid_Cyto_sorted.bam",163665017,3003108,0.0180184903382095,0.376513952706332,31716416,0,0,0,0,0,0,0,38425630,0,0,9479002,0,4615979,3.68578845730867e-05
"2107UNHS-0293_Br6432_Mid_Nuc","Br6432_mid","Br6432","mid","Middle","Nuc","RiboZeroGold","RiboZeroGold_Nuc","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Nuc/2107UNHS-0293_Br6432_Mid_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Nuc/2107UNHS-0293_Br6432_Mid_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL","WARN","PASS","WARN","WARN","WARN/PASS","PASS","NA","75-151","44","37.0","37.0","37.0","37.0",NA,NA,0.00012141533535706,0.000330799517463385,0.00167003357500559,"75-151","44","37.0","37.0","37.0","37.0",NA,NA,6.78093193692258e-05,0.000273986303937818,0.00209384182106326,TRUE,NA,87303634,83599741,3703893,0.9576,0.9416,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6432_Mid_Nuc_sorted.bam",90790027,2625208,0.028102568066119,0.36525091421923,17254966,0,0,0,0,0,0,0,7263517,0,0,21463902,0,1259019,2.20226455386814e-06
"2107UNHS-0293_Br6471_Ant_Bulk","Br6471_ant","Br6471","ant","Anterior","Bulk","RiboZeroGold","RiboZeroGold_Bulk","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Bulk/2107UNHS-0293_Br6471_Ant_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Bulk/2107UNHS-0293_Br6471_Ant_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","WARN","FAIL","PASS","WARN","WARN","WARN","PASS","NA","75-151","47","37.0","37.0","37.0","37.0",NA,NA,8.48659477074463e-05,0.000225797182135649,0.00129026961220371,"75-151","47","37.0","37.0","37.0","37.0",NA,NA,9.33141415968753e-05,0.000263046037011768,0.00117890705638851,TRUE,NA,104164276,101887718,2276558,0.9781,0.9638,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6471_Ant_Bulk_sorted.bam",119018343,1072072,0.00892720705478451,0.429074872546848,25972359,0,0,0,0,0,0,0,12848358,0,0,19278553,0,2431795,3.08019768246696e-06
"2107UNHS-0293_Br6471_Ant_Cyto","Br6471_ant","Br6471","ant","Anterior","Cyto","RiboZeroGold","RiboZeroGold_Cyto","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Cyto/2107UNHS-0293_Br6471_Ant_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Cyto/2107UNHS-0293_Br6471_Ant_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","FAIL","WARN","PASS","NA","75-151","53","37.0","37.0","37.0","37.0",NA,NA,3.32126614773348e-05,0.000114779050693731,0.00129431695463143,"75-151","53","37.0","37.0","37.0","37.0",NA,NA,4.15158268466685e-05,0.0002593518124186,0.00112825364724476,TRUE,NA,81896478,80626682,1269796,0.9845,0.974,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6471_Ant_Cyto_sorted.bam",118157075,1228830,0.0102929236076905,0.396967622201735,23840434,0,0,0,0,0,0,0,26884536,0,0,4694070,0,4637329,1.72815645889668e-05
"2107UNHS-0293_Br6471_Ant_Nuc","Br6471_ant","Br6471","ant","Anterior","Nuc","RiboZeroGold","RiboZeroGold_Nuc","2107UNHS-0293",1,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Nuc/2107UNHS-0293_Br6471_Ant_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Nuc/2107UNHS-0293_Br6471_Ant_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","WARN","WARN","WARN/PASS","PASS","NA","75-151","47","37.0","37.0","37.0","37.0",NA,NA,5.73502627651898e-05,0.000212445321199747,0.00135895187856645,"75-151","47","37.0","37.0","37.0","37.0",NA,NA,9.67473997951898e-05,0.000272289073650379,0.00160830084711076,TRUE,NA,80208874,78309388,1899486,0.9763,0.9625,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/2107UNHS-0293_Br6471_Ant_Nuc_sorted.bam",87793994,1367169,0.0153336828950964,0.493677032229786,22190478,0,0,0,0,0,0,0,7779275,0,0,13375901,0,1603729,5.13733863686938e-06
"AN00000904_Br2720_Post_Bulk","Br2720_post","Br2720","post","Posterior","Bulk","polyA","polyA_Bulk","AN00000904",2,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Bulk/AN00000904_Br2720_Post_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Bulk/AN00000904_Br2720_Post_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","50","37.0","37.0","37.0","37.0",NA,NA,2.54340246360575e-05,0.000128696164658451,0.00219749972855537,"75-151","50","37.0","37.0","37.0","37.0",NA,NA,3.05208295632691e-05,0.000156673591758114,0.00116487832833144,TRUE,-20.9267052793048,78634822,77205293,1429529,0.9818,0.9731,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/AN00000904_Br2720_Post_Bulk_sorted.bam",71513974,12544884,0.149239286596066,0.795731808722507,33613054,0,0,0,0,0,0,0,5081118,0,0,1748271,0,1799244,1.48751731990791e-07
"AN00000904_Br2720_Post_Cyto","Br2720_post","Br2720","post","Posterior","Cyto","polyA","polyA_Cyto","AN00000904",2,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Cyto/AN00000904_Br2720_Post_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Cyto/AN00000904_Br2720_Post_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN/PASS","PASS","WARN","FAIL","PASS","PASS","NA","75-151","52","37.0","37.0","37.0","37.0",NA,NA,5.10384903712826e-06,0.000108201599587119,0.00355738277887839,"75-151","52","37.0","37.0","37.0","37.0",NA,NA,1.1738852785395e-05,0.000143418157943304,0.00143418157943304,TRUE,2.26738975553459,78372224,76457253,1914971,0.9756,0.9689,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/AN00000904_Br2720_Post_Cyto_sorted.bam",76343599,12495053,0.140648836049426,0.738105876820306,32927022,0,0,0,0,0,0,0,8610156,0,0,999750,0,2073233,3.03701926035097e-07
"AN00000904_Br2720_Post_Nuc","Br2720_post","Br2720","post","Posterior","Nuc","polyA","polyA_Nuc","AN00000904",2,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Nuc/AN00000904_Br2720_Post_Nuc_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Nuc/AN00000904_Br2720_Post_Nuc_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","WARN","FAIL","PASS","WARN","FAIL","WARN","PASS","NA","75-151","50","37.0","37.0","37.0","37.0",NA,NA,4.11510085227442e-06,9.75278901989038e-05,0.00278798082741592,"75-151","50","37.0","37.0","37.0","37.0",NA,NA,1.44028529829605e-05,0.000125099065909142,0.00155139302130746,TRUE,-4.06462373587159,97202964,92971101,4231863,0.9565,0.949,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/AN00000904_Br2720_Post_Nuc_sorted.bam",80499249,24500075,0.23333554985554,0.750303956905798,39594636,0,0,0,0,0,0,0,8623855,0,0,2518139,0,2034831,2.77815409137743e-07
"AN00000904_Br2743_Ant_Bulk","Br2743_ant","Br2743","ant","Anterior","Bulk","polyA","polyA_Bulk","AN00000904",2,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Bulk/AN00000904_Br2743_Ant_Bulk_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Bulk/AN00000904_Br2743_Ant_Bulk_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","PASS/WARN","PASS","NA","75-151","50","37.0","37.0","37.0","37.0",NA,NA,2.38645366804014e-05,0.000105958542860982,0.00212633021822377,"75-151","51","37.0","37.0","37.0","37.0",NA,NA,4.34334567583306e-05,0.000210485213521141,0.00148914708885705,TRUE,-2.80543022742478,83806362,82277668,1528694,0.9818,0.9725,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/AN00000904_Br2743_Ant_Bulk_sorted.bam",76548836,12515847,0.140525364021113,0.802838133745667,35940617,0,0,0,0,0,0,0,5140706,0,0,1751113,0,1934517,2.78236737004265e-08
"AN00000904_Br2743_Ant_Cyto","Br2743_ant","Br2743","ant","Anterior","Cyto","polyA","polyA_Cyto","AN00000904",2,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Cyto/AN00000904_Br2743_Ant_Cyto_1.fastq.gz","/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Cyto/AN00000904_Br2743_Ant_Cyto_2.fastq.gz","reverse","PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","WARN","FAIL","WARN","PASS","NA","75-151","49","37.0","37.0","37.0","37.0",NA,NA,0,7.15894250049394e-05,0.00195044657921621,"75-151","49","37.0","37.0","37.0","37.0",NA,NA,0,0.000103731615823484,0.00159980449755936,TRUE,-1.04753064223939,82135036,17641719,64493317,0.2148,0.2129,"/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/processed-data/01_SPEAQeasy/round2_v40_2023-04-05/alignment/bam_sort/AN00000904_Br2743_Ant_Cyto_sorted.bam",43566708,523649,0.0118767239739066,0.205082095210586,4544045,0,0,0,0,0,0,0,16799433,0,0,551528,0,262194,2.20068243162205e-06
